City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
325,Ketchikan,US,55.3422,-131.6461,48.67,71,40,3.44,scattered clouds
326,Sao Filipe,CV,14.8961,-24.4956,78.58,78,20,4.0,few clouds
327,Carnarvon,AU,-24.8667,113.6333,71.91,59,0,13.33,clear sky
328,Kyshtovka,RU,56.555,76.6271,43.86,89,100,5.32,overcast clouds
329,Harper,LR,4.375,-7.7169,75.96,88,86,5.23,overcast clouds
330,Biskamzha,RU,53.4497,89.5272,38.39,100,100,1.9,light rain
331,Upernavik,GL,72.7868,-56.1549,28.4,98,100,7.11,light snow
332,Saint Paul,US,44.9444,-93.0933,58.95,56,0,0.0,clear sky
333,Kirkland Lake,CA,48.1446,-80.0377,50.29,71,63,20.71,broken clouds
334,Kangaatsiaq,GL,68.3065,-53.4641,37.63,90,100,10.6,overcast clouds
335,Luau,AO,-10.7073,22.2247,67.91,72,93,4.27,overcast clouds
336,Lindenberg,DE,49.3803,8.0986,58.73,91,100,10.16,light rain
337,Raudeberg,NO,61.9875,5.1352,41.95,58,100,6.44,overcast clouds
338,Bundaberg,AU,-24.85,152.35,70.21,98,75,13.8,moderate rain
339,Monroe,US,43.1501,-77.6831,57.27,47,0,8.05,clear sky
340,Sulangan,PH,11.1373,123.7228,83.34,75,98,5.3,overcast clouds
341,Sembe,CG,1.6481,14.5806,68.83,98,100,1.19,overcast clouds
342,Ancud,CL,-41.8697,-73.8203,42.49,85,0,5.12,clear sky
343,Abu Samrah,SY,35.3029,37.1841,63.25,66,3,2.89,clear sky
344,Weligama,LK,5.9667,80.4167,76.84,87,96,8.57,overcast clouds
